Event_name,Event_Location,Event_Date,Event_url,Event_Fighter_name,Event_Fighter_Outcome,Event_Fighter_KD,Event_Fighter_STR,Event_Fighter_TD,Event_Fighter_SUB,Event_Fighter_Weight_Class,Event_Fighter_Round,Event_Fighter_Method,Event_Fighter_Method_note,Event_Fighter_Time
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Michelle Waterson-Gomez,,0,13,1,0,Women's Strawweight,2,KO/TKO,Punches,2:42
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Bryan Battle,win,0,45,1,1,Welterweight,2,SUB,Rear Naked Choke,4:32
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,AJ Fletcher,,0,25,0,0,Welterweight,2,SUB,Rear Naked Choke,4:32
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Charles Jourdain,win,0,8,0,1,Featherweight,1,SUB,Guillotine Choke,3:12
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Ricardo Ramos,,0,0,2,1,Featherweight,1,SUB,Guillotine Choke,3:12
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Miles Johns,win,0,43,2,0,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Dan Argueta,,0,33,2,2,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Tim Means,win,2,104,0,0,Welterweight,3,KO/TKO,Punches,1:15
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Andre Fialho,,0,51,1,0,Welterweight,3,KO/TKO,Punches,1:15
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Cody Brundage,win,0,2,1,0,Middleweight,1,DQ,,4:15
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Jacob Malkoun,,0,28,1,0,Middleweight,1,DQ,,4:15
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Mohammed Usman,win,0,85,1,0,Heavyweight,3,U-DEC,,5:00
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Jake Collier,,0,87,0,2,Heavyweight,3,U-DEC,,5:00
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Mizuki,win,0,55,1,0,Women's Strawweight,3,U-DEC,,5:00
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Hannah Goldy,,0,47,1,0,Women's Strawweight,3,U-DEC,,5:00
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Montserrat Rendon,win,0,69,3,0,Women's Bantamweight,3,S-DEC,,5:00
UFC Fight Night: Fiziev vs. Gamrot,"Las Vegas, Nevada, USA",23-Sep-23,http://ufcstats.com/event-details/c945adc22c2bfe8f,Tamires Vidal,,0,60,0,1,Women's Bantamweight,3,S-DEC,,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Alexa Grasso,draw,1,84,1,1,Women's Flyweight,5,S-DEC,,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Valentina Shevchenko,draw,0,80,4,1,Women's Flyweight,5,S-DEC,,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Jack Della Maddalena,win,0,105,0,0,Welterweight,3,S-DEC,,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Kevin Holland,,0,127,0,0,Welterweight,3,S-DEC,,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Raul Rosas Jr.,win,1,18,0,0,Bantamweight,1,KO/TKO,Punches,0:54
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Terrence Mitchell,,0,6,0,0,Bantamweight,1,KO/TKO,Punches,0:54
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Daniel Zellhuber,win,0,36,0,1,Lightweight,2,SUB,Anaconda Choke,3:26
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Christos Giagos,,0,38,0,0,Lightweight,2,SUB,Anaconda Choke,3:26
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Kyle Nelson,win,0,82,0,0,Featherweight,3,U-DEC,,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Fernando Padilla,,0,72,0,0,Featherweight,3,U-DEC,,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Loopy Godinez,win,1,21,5,6,Women's Strawweight,2,SUB,Rear Naked Choke,3:38
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Elise Reed,,0,3,0,0,Women's Strawweight,2,SUB,Rear Naked Choke,3:38
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Roman Kopylov,win,1,49,0,0,Middleweight,2,KO/TKO,Punch,4:44
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Josh Fremd,,0,38,0,0,Middleweight,2,KO/TKO,Punch,4:44
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Edgar Chairez,nc,0,12,0,1,Flyweight,1,Overturned,,3:47
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Daniel Lacerda,nc,0,4,1,0,Flyweight,1,Overturned,,3:47
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Tracy Cortez,win,0,103,0,0,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Jasmine Jasudavicius,,0,77,2,0,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Charlie Campbell,win,1,43,0,0,Lightweight,1,KO/TKO,Punches,3:38
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Alex Reyes,,0,14,0,0,Lightweight,1,KO/TKO,Punches,3:38
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Josefine Knutsson,win,0,81,3,0,Women's Strawweight,3,U-DEC,,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,"Las Vegas, Nevada, USA",16-Sep-23,http://ufcstats.com/event-details/8fa2b06572365321,Marnic Mann,,0,8,0,0,Women's Strawweight,3,U-DEC,,5:00
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Sean Strickland,win,1,137,0,0,Middleweight,5,U-DEC,,5:00
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Israel Adesanya,,0,94,0,0,Middleweight,5,U-DEC,,5:00
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Alexander Volkov,win,1,93,0,1,Heavyweight,2,SUB,Ezekiel Choke,4:37
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Tai Tuivasa,,0,28,0,0,Heavyweight,2,SUB,Ezekiel Choke,4:37
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Manel Kape,win,1,112,1,0,Flyweight,3,U-DEC,,5:00
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Felipe dos Santos,,0,99,0,0,Flyweight,3,U-DEC,,5:00
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Justin Tafa,win,1,11,0,0,Heavyweight,1,KO/TKO,Punch,1:22
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Austen Lane,,0,7,0,0,Heavyweight,1,KO/TKO,Punch,1:22
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Tyson Pedro,win,1,16,0,0,Light Heavyweight,1,KO/TKO,Punch,2:12
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Anton Turkalj,,0,8,0,0,Light Heavyweight,1,KO/TKO,Punch,2:12
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Carlos Ulberg,win,1,81,1,1,Light Heavyweight,3,SUB,Rear Naked Choke,4:49
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Da Woon Jung,,0,58,1,0,Light Heavyweight,3,SUB,Rear Naked Choke,4:49
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Chepe Mariscal,win,0,38,1,0,Featherweight,2,KO/TKO,,3:19
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Jack Jenkins,,0,41,0,0,Featherweight,2,KO/TKO,,3:19
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Jamie Mullarkey,win,0,88,0,0,Lightweight,3,U-DEC,,5:00
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,John Makdessi,,0,83,0,0,Lightweight,3,U-DEC,,5:00
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Nasrat Haqparast,win,0,171,0,0,Lightweight,3,U-DEC,,5:00
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Landon Quinones,,0,148,0,0,Lightweight,3,U-DEC,,5:00
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Charles Radtke,win,0,35,1,0,Welterweight,3,U-DEC,,5:00
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Blood Diamond,,0,44,0,0,Welterweight,3,U-DEC,,5:00
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Gabriel Miranda,win,0,2,1,1,Featherweight,1,SUB,Rear Naked Choke,0:59
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Shane Young,,0,1,0,0,Featherweight,1,SUB,Rear Naked Choke,0:59
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Kevin Jousset,win,0,29,1,1,Welterweight,1,SUB,Rear Naked Choke,4:49
UFC 293: Adesanya vs. Strickland,"Sydney, New South Wales, Australia",9-Sep-23,http://ufcstats.com/event-details/ece280745f8727b8,Kiefer Crosbie,,0,39,0,0,Welterweight,1,SUB,Rear Naked Choke,4:49
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Ciryl Gane,win,0,109,0,0,Heavyweight,2,KO/TKO,Punches,3:44
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Serghei Spivac,,0,11,0,0,Heavyweight,2,KO/TKO,Punches,3:44
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Manon Fiorot,win,0,58,0,0,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Rose Namajunas,,0,60,0,0,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Benoit Saint Denis,win,0,101,5,0,Lightweight,2,KO/TKO,Punches,4:44
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Thiago Moises,,0,24,1,1,Lightweight,2,KO/TKO,Punches,4:44
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Volkan Oezdemir,win,1,26,1,1,Light Heavyweight,1,SUB,Rear Naked Choke,3:46
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Bogdan Guskov,,0,8,0,0,Light Heavyweight,1,SUB,Rear Naked Choke,3:46
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,William Gomis,win,0,52,0,2,Featherweight,3,KO/TKO,Kick,2:20
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Yanis Ghemmouri,,0,28,0,0,Featherweight,3,KO/TKO,Kick,2:20
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Morgan Charriere,win,1,26,0,0,Featherweight,1,KO/TKO,Kicks,3:51
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Manolo Zecchini,,0,9,0,0,Featherweight,1,KO/TKO,Kicks,3:51
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Taylor Lapilus,win,0,84,0,0,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Caolan Loughran,,0,48,2,0,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Ange Loosa,win,0,98,6,0,Welterweight,3,U-DEC,,5:00
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Rhys McKee,,0,77,0,0,Welterweight,3,U-DEC,,5:00
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Nora Cornolle,win,0,40,0,0,Women's Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Joselyne Edwards,,0,18,5,1,Women's Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Farid Basharat,win,0,4,2,1,Bantamweight,1,SUB,Arm Triangle,4:15
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Kleydson Rodrigues,,0,7,0,0,Bantamweight,1,SUB,Arm Triangle,4:15
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Jacqueline Cavalcanti,win,0,126,0,0,Catch Weight,3,U-DEC,,5:00
UFC Fight Night: Gane vs. Spivac,"Paris, Ile-de-France, France",2-Sep-23,http://ufcstats.com/event-details/ef61d9f5176b3200,Zarah Fairn,,0,39,0,0,Catch Weight,3,U-DEC,,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Max Holloway,win,2,75,0,1,Featherweight,3,KO/TKO,Punch,0:23
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Chan Sung Jung,,0,34,0,0,Featherweight,3,KO/TKO,Punch,0:23
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Anthony Smith,win,0,91,1,0,Light Heavyweight,3,S-DEC,,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Ryan Spann,,0,59,0,0,Light Heavyweight,3,S-DEC,,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Giga Chikadze,win,0,65,0,0,Featherweight,3,U-DEC,,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Alex Caceres,,0,62,0,0,Featherweight,3,U-DEC,,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Rinya Nakamura,win,0,36,4,3,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Fernie Garcia,,0,15,0,1,Bantamweight,3,U-DEC,,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Erin Blanchfield,win,0,61,0,0,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Taila Santos,,0,55,0,0,Women's Flyweight,3,U-DEC,,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Junior Tafa,win,1,8,0,0,Heavyweight,1,KO/TKO,Punch,1:24
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Parker Porter,,0,2,0,0,Heavyweight,1,KO/TKO,Punch,1:24
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Waldo Cortes-Acosta,win,1,15,0,0,Heavyweight,1,KO/TKO,Punches,3:01
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Lukasz Brzeski,,0,14,0,0,Heavyweight,1,KO/TKO,Punches,3:01
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Garrett Armfield,win,1,45,0,0,Bantamweight,1,KO/TKO,Punches,4:16
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Toshiomi Kazama,,0,15,0,0,Bantamweight,1,KO/TKO,Punches,4:16
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Michal Oleksiejczuk,win,0,44,1,0,Middleweight,1,KO/TKO,Punches,4:16
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Chidi Njokuani,,0,29,0,0,Middleweight,1,KO/TKO,Punches,4:16
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Song Kenan,win,1,75,0,0,Welterweight,3,U-DEC,,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Rolando Bedoya,,0,112,0,0,Welterweight,3,U-DEC,,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Billy Goff,win,1,40,0,0,Welterweight,1,KO/TKO,Punch,3:49
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Yusaku Kinoshita,,0,17,0,0,Welterweight,1,KO/TKO,Punch,3:49
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,JJ Aldrich,win,0,47,0,0,Women's Flyweight,2,KO/TKO,Elbows,4:49
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Liang Na,,0,11,3,0,Women's Flyweight,2,KO/TKO,Elbows,4:49
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,SeungWoo Choi,win,1,56,1,0,Featherweight,3,U-DEC,,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,"Kallang, Singapore",26-Aug-23,http://ufcstats.com/event-details/89a407032911e27e,Jarno Errens,,1,30,0,0,Featherweight,3,U-DEC,,5:00
UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",19-Aug-23,http://ufcstats.com/event-details/2719f300b0439039,Sean O'Malley,win,1,25,0,0,Bantamweight,2,KO/TKO,Punches,0:51
UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",19-Aug-23,http://ufcstats.com/event-details/2719f300b0439039,Aljamain Sterling,,0,17,0,0,Bantamweight,2,KO/TKO,Punches,0:51
UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",19-Aug-23,http://ufcstats.com/event-details/2719f300b0439039,Zhang Weili,win,1,163,6,0,Women's Strawweight,5,U-DEC,,5:00
UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",19-Aug-23,http://ufcstats.com/event-details/2719f300b0439039,Amanda Lemos,,0,24,0,2,Women's Strawweight,5,U-DEC,,5:00
UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",19-Aug-23,http://ufcstats.com/event-details/2719f300b0439039,Ian Garry,win,0,91,2,0,Welterweight,3,U-DEC,,5:00
UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",19-Aug-23,http://ufcstats.com/event-details/2719f300b0439039,Neil Magny,,0,27,0,0,Welterweight,3,U-DEC,,5:00
UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",19-Aug-23,http://ufcstats.com/event-details/2719f300b0439039,Mario Bautista,win,0,79,2,1,Bantamweight,3,U-DEC,,5:00
UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",19-Aug-23,http://ufcstats.com/event-details/2719f300b0439039,Da'Mon Blackshear,,0,90,4,0,Bantamweight,3,U-DEC,,5:00
UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",19-Aug-23,http://ufcstats.com/event-details/2719f300b0439039,Marlon Vera,win,0,141,0,0,Bantamweight,3,U-DEC,,5:00
UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",19-Aug-23,http://ufcstats.com/event-details/2719f300b0439039,Pedro Munhoz,,0,113,0,0,Bantamweight,3,U-DEC,,5:00
UFC 292: Sterling vs. O'Malley,"Boston, Massachusetts, USA",19-Aug-23,http://ufcstats.com/event-details/2719f300b0439039,Brad Tavares,win,0,70,0,0,Middleweight,3,U-DEC,,5:00
